iata_code,iso_region,municipality,name,iso_country
NWI,GB-ENG,Norwich,Norwich International Airport,GB
STN,GB-ENG,London,London Stansted Airport,GB
EXT,GB-ENG,Exeter,Exeter International Airport,GB
LKZ,GB-ENG,Lakenheath,RAF Lakenheath,GB
MHZ,GB-ENG,Mildenhall,RAF Mildenhall,GB
FFD,GB-ENG,Fairford,RAF Fairford,GB
BZZ,GB-ENG,Brize Norton,RAF Brize Norton,GB
MPN,FK-U-A,Mount Pleasant,Mount Pleasant Airport,FK
AMS,NL-NH,Amsterdam,Amsterdam Airport Schiphol,NL
MST,NL-LI,Maastricht,Maastricht Aachen Airport,NL
EIN,NL-NB,Eindhoven,Eindhoven Airport,NL
GRQ,NL-DR,Groningen,Eelde Airport,NL
RTM,NL-ZH,Rotterdam,Rotterdam The Hague Airport,NL
ORK,IE-C,Cork,Cork Airport,IE
GWY,IE-G,Galway,Galway Airport,IE
CFN,IE-DL,Donegal,Donegal Airport,IE
DUB,IE-D,Dublin,Dublin Airport,IE
NOC,IE-MO,Charleston,Ireland West Knock Airport,IE
KIR,IE-KY,Killarney,Kerry Airport,IE
SNN,IE-CE,Limerick,Shannon Airport,IE
WAT,IE-WD,Waterford,Waterford Airport,IE
AAR,DK-82,Aarhus,Aarhus Airport,DK
BLL,DK-83,Billund,Billund Airport,DK
CPH,DK-84,Copenhagen,Copenhagen Kastrup Airport,DK
EBJ,DK-83,Esbjerg,Esbjerg Airport,DK
KRP,DK-82,Karup,Karup Airport,DK
ODE,DK-83,Odense,Odense Airport,DK
RNN,DK-84,Rønne,Bornholm Airport,DK
SGD,DK-83,Sønderborg,Sønderborg Airport,DK
CNL,DK-81,Sindal,Sindal Airport,DK
FAE,FO-U-A,Vagar,Vagar Airport,FO
AAL,DK-81,Aalborg,Aalborg Airport,DK
LUX,LU-L,Luxembourg,Luxembourg-Findel International Airport,LU
AES,NO-15,Ålesund,Ålesund Airport,NO
ANX,NO-18,Andenes,Andøya Airport,NO
ALF,NO-20,Alta,Alta Airport,NO
BNN,NO-18,Brønnøy,Brønnøysund Airport,NO
BOO,NO-18,Bodø,Bodø Airport,NO
BGO,NO-12,Bergen,Bergen Airport Flesland,NO
BJF,NO-20,Båtsfjord,Båtsfjord Airport,NO
BVG,NO-20,Berlevåg,Berlevåg Airport,NO
KRS,NO-10,Kjevik,Kristiansand Airport,NO
BDU,NO-19,Målselv,Bardufoss Airport,NO
EVE,NO-18,Evenes,"Harstad/Narvik Airport, Evenes",NO
VDB,NO-05,,Leirin Airport,NO
FRO,NO-14,Florø,Florø Airport,NO
OSL,NO-02,Oslo,Oslo Gardermoen Airport,NO
HAU,NO-11,Karmøy,Haugesund Airport,NO
HFT,NO-20,Hammerfest,Hammerfest Airport,NO
HVG,NO-20,Honningsvåg,Valan Airport,NO
KSU,NO-15,Kvernberget,Kristiansund Airport (Kvernberget),NO
KKN,NO-20,Kirkenes,Kirkenes Airport (Høybuktmoen),NO
LKN,NO-18,Leknes,Leknes Airport,NO
MEH,NO-20,Mehamn,Mehamn Airport,NO
MOL,NO-15,Årø,Molde Airport,NO
MJF,NO-18,,Mosjøen Airport (Kjærstad),NO
LKL,NO-20,Lakselv,Banak Airport,NO
NVK,NO-18,Narvik,Narvik Framnes Airport,NO
NTB,NO-08,Notodden,Notodden Airport,NO
OLA,NO-16,Ørland,Ørland Airport,NO
HOV,NO-15,Ørsta,"Ørsta-Volda Airport, Hovden",NO
MQN,NO-18,Mo i Rana,"Mo i Rana Airport, Røssvoll",NO
RVK,NO-17,Rørvik,"Rørvik Airport, Ryum",NO
RRS,NO-16,Røros,Røros Airport,NO
RYG,NO-01,Oslo,Moss-Rygge Airport,NO
LYR,NO-21,Longyearbyen,"Svalbard Airport, Longyear",NO
SVJ,NO-18,Svolvær,Svolvær Helle Airport,NO
SKN,NO-18,Hadsel,Stokmarknes Skagen Airport,NO
SRP,NO-12,Leirvik,Stord Airport,NO
SOJ,NO-19,Sørkjosen,Sørkjosen Airport,NO
VAW,NO-20,Vardø,"Vardø Airport, Svartnes",NO
SSJ,NO-18,Alstahaug,Sandnessjøen Airport (Stokka),NO
TOS,NO-19,Tromsø,Tromsø Airport,NO
TRF,NO-07,Torp,"Sandefjord Airport, Torp",NO
TRD,NO-17,Trondheim,Trondheim Airport Værnes,NO
VDS,NO-20,Vadsø,Vadsø Airport,NO
SVG,NO-11,Stavanger,Stavanger Airport Sola,NO
BZG,PL-KP,Bydgoszcz,Bydgoszcz Ignacy Jan Paderewski Airport,PL
GDN,PL-PM,Gdańsk,Gdańsk Lech Wałęsa Airport,PL
KRK,PL-MA,Kraków,John Paul II International Airport Kraków-Balice Airport,PL
KTW,PL-SL,Katowice,Katowice International Airport,PL
LCJ,PL-LD,Łódź,Łódź Władysław Reymont Airport,PL
WMI,PL-MZ,Warsaw,Modlin Airport,PL
POZ,PL-WP,Poznań,Poznań-Ławica Airport,PL
RDO,PL-MZ,Radom,Radom Airport,PL
RZE,PL-PK,Rzeszów,Rzeszów-Jasionka Airport,PL
SZZ,PL-ZP,Goleniow,"Szczecin-Goleniów ""Solidarność"" Airport",PL
WAW,PL-MZ,Warsaw,Warsaw Chopin Airport,PL
WRO,PL-DS,Wrocław,Copernicus Wrocław Airport,PL
IEG,PL-LB,Babimost,Zielona Góra-Babimost Airport,PL
RNB,SE-K,,Ronneby Airport,SE
GOT,SE-Q,Gothenburg,Gothenburg-Landvetter Airport,SE
JKG,SE-F,Jönköping,Jönköping Airport,SE
GSE,SE-Q,Gothenburg,Gothenburg City Airport,SE
THN,SE-Q,Trollhättan,Trollhättan-Vänersborg Airport,SE
MXX,SE-W,,Mora Airport,SE
NYO,SE-D,Stockholm / Nyköping,Stockholm Skavsta Airport,SE
KID,SE-M,Kristianstad,Kristianstad Airport,SE
KLR,SE-H,,Kalmar Airport,SE
MMX,SE-M,Malmö,Malmö Sturup Airport,SE
HAD,SE-N,Halmstad,Halmstad Airport,SE
VXO,SE-G,Växjö,Växjö Kronoberg Airport,SE
EVG,SE-Z,,Sveg Airport,SE
GEV,SE-BD,Gällivare,Gällivare Airport,SE
KRF,SE-Y,Kramfors / Sollefteå,Kramfors Sollefteå Airport,SE
LYC,SE-AC,,Lycksele Airport,SE
SDL,SE-Y,Sundsvall/ Härnösand,Sundsvall-Härnösand Airport,SE
OER,SE-Y,Örnsköldsvik,Örnsköldsvik Airport,SE
KRN,SE-BD,Kiruna,Kiruna Airport,SE
SFT,SE-AC,Skellefteå,Skellefteå Airport,SE
UME,SE-AC,Umeå,Umeå Airport,SE
VHM,SE-AC,,Vilhelmina Airport,SE
AJR,SE-BD,Arvidsjaur,Arvidsjaur Airport,SE
OSD,SE-Z,Östersund,Åre Östersund Airport,SE
ORB,SE-T,Örebro,Örebro Airport,SE
HFS,SE-S,,Hagfors Airport,SE
KSD,SE-S,Karlstad,Karlstad Airport,SE
VST,SE-U,Stockholm / Västerås,Stockholm Västerås Airport,SE
LLA,SE-BD,Luleå,Luleå Airport,SE
ARN,SE-AB,Stockholm,Stockholm-Arlanda Airport,SE
BMA,SE-AB,Stockholm,Stockholm-Bromma Airport,SE
BLE,SE-W,,Borlange Airport,SE
LPI,SE-E,Linköping,Linköping City Airport,SE
NRK,SE-E,Norrköping,Norrköping Airport,SE
TYF,SE-S,,Torsby Airport,SE
VBY,SE-I,Visby,Visby Airport,SE
AGH,SE-M,Ängelholm,Ängelholm-Helsingborg Airport,SE
SQO,SE-AC,,Storuman Airport,SE
HMV,SE-AC,,Hemavan Airport,SE
RMS,DE-RP,Ramstein,Ramstein Air Base,DE
RLG,DE-MV,Rostock,Rostock-Laage Airport,DE
LPX,LV-LE,Liepāja,Liepāja International Airport,LV
RIX,LV-RIX,Riga,Riga International Airport,LV
VNT,LV-VEN,Ventspils,Ventspils International Airport,LV
KUN,LT-KU,Kaunas,Kaunas International Airport,LT
PLQ,LT-KL,Palanga,Palanga International Airport,LT
VNO,LT-VL,Vilnius,Vilnius International Airport,LT
BFN,ZA-FS,Bloemfontain,Bram Fischer International Airport,ZA
CPT,ZA-WC,Cape Town,Cape Town International Airport,ZA
ELS,ZA-EC,East London,Ben Schoeman Airport,ZA
GRJ,ZA-WC,George,George Airport,ZA
QRA,ZA-GT,Johannesburg,Rand Airport,ZA
JNB,ZA-GT,Johannesburg,OR Tambo International Airport,ZA
KIM,ZA-NC,Kimberley,Kimberley Airport,ZA
MQP,ZA-MP,Mpumalanga,Kruger Mpumalanga International Airport,ZA
HLA,ZA-GT,Johannesburg,Lanseria Airport,ZA
DUR,ZA-NL,Durban,King Shaka International Airport,ZA
AAM,ZA-NP,Malamala,Malamala Airport,ZA
MGH,ZA-NL,Margate,Margate Airport,ZA
MBD,ZA-NW,Mafeking,Mmabatho International Airport,ZA
PLZ,ZA-EC,Port Elizabeth,Port Elizabeth Airport,ZA
PHW,ZA-NP,Phalaborwa,Hendrik Van Eck Airport,ZA
,ZA-NP,Polokwane,Pietersburg Municipal Airport,ZA
PZB,ZA-NL,Pietermaritzburg,Pietermaritzburg Airport,ZA
PTG,ZA-NP,Polokwane,Polokwane International Airport,ZA
RCB,ZA-NL,Richards Bay,Richards Bay Airport,ZA
UTN,ZA-NC,Upington,Pierre Van Ryneveld Airport,ZA
UTT,ZA-EC,Mthatha,K. D. Matanzima Airport,ZA
PRY,ZA-GT,Pretoria,Wonderboom Airport,ZA
FRW,BW-NE,Francistown,Francistown Airport,BW
JWA,BW-SO,,Jwaneng Airport,BW
BBK,BW-NW,Kasane,Kasane Airport,BW
MUB,BW-NW,Maun,Maun Airport,BW
GBE,BW-SE,Gaborone,Sir Seretse Khama International Airport,BW
PKW,BW-CE,,Selebi Phikwe Airport,BW
BZV,CG-12,Brazzaville,Maya-Maya Airport,CG
DIS,CG-9,Dolisie,Ngot Nzoungou Airport,CG
PNR,CG-5,Pointe Noire,Pointe Noire Airport,CG
MTS,SZ-MA,Manzini,Matsapha Airport,SZ
BGF,CF-MP,Bangui,Bangui M'Poko International Airport,CF
BSG,GQ-LI,,Bata Airport,GQ
SSG,GQ-BN,Malabo,Malabo Airport,GQ
MRU,MU-GP,Port Louis,Sir Seewoosagur Ramgoolam International Airport,MU
RRG,MU-RO,Port Mathurin,Sir Charles Gaetan Duval Airport,MU
DLA,CM-LT,Douala,Douala International Airport,CM
MVR,CM-EN,Maroua,Salak Airport,CM
NGE,CM-AD,N'Gaoundéré,N'Gaoundéré Airport,CM
GOU,CM-NO,Garoua,Garoua International Airport,CM
YAO,CM-CE,Yaoundé,Yaoundé Airport,CM
NSI,CM-CE,Yaoundé,Yaoundé Nsimalen International Airport,CM
LVI,ZM-07,Livingstone,Livingstone Airport,ZM
LUN,ZM-09,Lusaka,Kenneth Kaunda International Airport Lusaka,ZM
MFU,ZM-03,Mfuwe,Mfuwe Airport,ZM
NLA,ZM-08,Ndola,Simon Mwansa Kapwepwe International Airport,ZM
HAH,KM-G,Moroni,Prince Said Ibrahim International Airport,KM
NWA,KM-M,,Mohéli Bandar Es Eslam Airport,KM
AJN,KM-A,Ouani,Ouani Airport,KM
DZA,YT-U-A,Dzaoudzi,Dzaoudzi Pamandzi International Airport,YT
RUN,RE-U-A,St Denis,Roland Garros Airport,RE
ZSE,RE-U-A,St Pierre,Pierrefonds Airport,RE
TNR,MG-T,Antananarivo,Ivato Airport,MG
ZVA,MG-U,,Miandrivazo Airport,MG
SMS,MG-A,,Sainte Marie Airport,MG
TMM,MG-A,,Toamasina Airport,MG
MOQ,MG-U,,Morondava Airport,MG
DIE,MG-D,,Arrachart Airport,MG
WMR,MG-A,Mananara Nord,Mananara Nord Airport,MG
ANM,MG-D,,Antsirabato Airport,MG
HVA,MG-M,,Analalava Airport,MG
MJN,MG-M,,Amborovy Airport,MG
NOS,MG-D,Nosy Be,Fascene Airport,MG
BPY,MG-M,,Besalampy Airport,MG
WMN,MG-A,,Maroantsetra Airport,MG
SVB,MG-D,,Sambava Airport,MG
VOH,MG-D,,Vohimarina Airport,MG
WAI,MG-M,Antsohihy,Ambalabe Airport,MG
FTU,MG-U,Tôlanaro,Tôlanaro Airport,MG
WFI,MG-F,,Fianarantsoa Airport,MG
WVK,MG-F,,Manakara Airport,MG
MNJ,MG-F,,Mananjary Airport,MG
MXM,MG-U,,Morombe Airport,MG
TLE,MG-U,,Toliara Airport,MG
SSY,AO-ZAI,Mbanza Congo,Mbanza Congo Airport,AO
CAB,AO-CAB,Cabinda,Cabinda Airport,AO
CBT,AO-BGU,Catumbela,Catumbela Airport,AO
DUE,AO-LNO,Chitato,Dundo Airport,AO
VPE,AO-CNN,Ngiva,Ngjiva Pereira Airport,AO
NOV,AO-HUA,Huambo,Nova Lisboa Airport,AO
LAD,AO-LUA,Luanda,Quatro de Fevereiro Airport,AO
MEG,AO-MAL,Malanje,Malanje Airport,AO
SPP,AO-CCU,Menongue,Menongue Airport,AO
MSZ,AO-NAM,Namibe,Namibe Airport,AO
GXG,AO-UIG,Negage,Negage Airport,AO
SZA,AO-ZAI,Soyo,Soyo Airport,AO
SDD,AO-HUI,Lubango,Lubango Airport,AO
KOU,GA-7,Koulamoutou,Koulamoutou Mabimbi Airport,GA
MJL,GA-4,Mouila,Mouilla Ville Airport,GA
OYE,GA-9,Oyem,Oyem Airport,GA
POG,GA-8,Port Gentil,Port Gentil Airport,GA
MKU,GA-6,Makokou,Makokou Airport,GA
LBV,GA-1,Libreville,Libreville Leon M'ba International Airport,GA
MVB,GA-2,Franceville,M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA
PCP,ST-P,,Principe Airport,ST
TMS,ST-S,São Tomé,São Tomé International Airport,ST
BEW,MZ-S,Beira,Beira Airport,MZ
VPY,MZ-B,Chimoio,Chimoio Airport,MZ
INH,MZ-I,Inhambabe,Inhambane Airport,MZ
VXC,MZ-A,Lichinga,Lichinga Airport,MZ
MPM,MZ-MPM,Maputo,Maputo Airport,MZ
APL,MZ-N,Nampula,Nampula Airport,MZ
POL,MZ-P,Pemba / Porto Amelia,Pemba Airport,MZ
UEL,MZ-Q,Quelimane,Quelimane Airport,MZ
TET,MZ-T,Tete,Chingozi Airport,MZ
VNX,MZ-I,Vilanculo,Vilankulo Airport,MZ
BVE,FR-L,,Brive Souillac Airport,FR
SEZ,SC-20,Mahe Island,Seychelles International Airport,SC
PRI,SC-14,Praslin Island,Praslin Airport,SC
AEH,TD-OD,,Abeche Airport,TD
MQQ,TD-LO,,Moundou Airport,TD
NDJ,TD-CB,N'Djamena,N'Djamena International Airport,TD
BUQ,ZW-BU,Bulawayo,Joshua Mqabuko Nkomo International Airport,ZW
VFA,ZW-MN,Victoria Falls,Victoria Falls International Airport,ZW
HRE,ZW-HA,Harare,Harare International Airport,ZW
BLZ,MW-BL,Blantyre,Chileka International Airport,MW
LLW,MW-LI,Lilongwe,Lilongwe International Airport,MW
ZZU,MW-MZ,Mzuzu,Mzuzu Airport,MW
MSU,LS-A,Maseru,Moshoeshoe I International Airport,LS
LUD,NA-KA,Luderitz,Luderitz Airport,NA
OND,NA-ON,Ondangwa,Ondangwa Airport,NA
OMD,NA-KA,Oranjemund,Oranjemund Airport,NA
NDU,NA-KE,Rundu,Rundu Airport,NA
ERS,NA-KH,Windhoek,Eros Airport,NA
WDH,NA-KH,Windhoek,Hosea Kutako International Airport,NA
FIH,CD-KN,Kinshasa,Ndjili International Airport,CD
FDU,CD-BN,,Bandundu Airport,CD
KKW,CD-BN,,Kikwit Airport,CD
MDK,CD-EQ,Mbandaka,Mbandaka Airport,CD
BDT,CD-EQ,,Gbadolite Airport,CD
GMA,CD-EQ,Gemena,Gemena Airport,CD
FKI,CD-OR,Kisangani,Bangoka International Airport,CD
IRP,CD-OR,,Matari Airport,CD
BUX,CD-OR,,Bunia Airport,CD
GOM,CD-NK,Goma,Goma International Airport,CD
KND,CD-MA,Kindu,Kindu Airport,CD
FBM,CD-KA,Lubumbashi,Lubumbashi International Airport,CD
KWZ,CD-KA,,Kolwezi Airport,CD
FMI,CD-KA,,Kalemie Airport,CD
KGA,CD-KW,Kananga,Kananga Airport,CD
MJM,CD-KE,Mbuji Mayi,Mbuji Mayi Airport,CD
BKO,ML-2,Senou,Senou Airport,ML
GAQ,ML-7,,Gao Airport,ML
KYS,ML-1,,Kayes Dag Dag Airport,ML
MZI,ML-5,,Mopti Airport,ML
TOM,ML-7,Timbuktu,Timbuktu Airport,ML
,GB-SCT,Prestwick,[Duplicate] Pic,GB
OUK,GB-SCT,Grunay Island,Outer Skerries Airport,GB
BJL,GM-W,Banjul,Banjul International Airport,GM
FUE,ES-CN,Fuerteventura Island,Fuerteventura Airport,ES
VDE,ES-CN,El Hierro Island,Hierro Airport,ES
SPC,ES-CN,"Sta Cruz de la Palma, La Palma Island",La Palma Airport,ES
LPA,ES-CN,Gran Canaria Island,Gran Canaria Airport,ES
ACE,ES-CN,Lanzarote Island,Lanzarote Airport,ES
TFS,ES-CN,Tenerife Island,Tenerife South Airport,ES
TFN,ES-CN,Tenerife Island,Tenerife Norte Airport,ES
MLN,ES-ML,Melilla,Melilla Airport,ES
BTE,SL-S,Bonthe,Sherbro International Airport,SL
KBS,SL-S,Bo,Bo Airport,SL
KEN,SL-E,Kenema,Kenema Airport,SL
FNA,SL-N,Freetown,Lungi International Airport,SL
WYE,SL-E,Yengema,Yengema Airport,SL
OXB,GW-BS,Bissau,Osvaldo Vieira International Airport,GW
MLW,LR-MO,Monrovia,Spriggs Payne Airport,LR
ROB,LR-MG,Monrovia,Roberts International Airport,LR
AGA,MA-AGD,Agadir,Al Massira Airport,MA
TTA,MA-TNT,Tan Tan,Tan Tan Airport,MA
FEZ,MA-FES,Fes,Saïss Airport,MA
ERH,MA-ERR,Errachidia,Moulay Ali Cherif Airport,MA
OUD,MA-OUJ,Oujda,Angads Airport,MA
SMW,EH-U-A,Smara,Smara Airport,EH
RBA,MA-RBA,Rabat,Rabat-Salé Airport,MA
VIL,EH-U-A,Dakhla,Dakhla Airport,EH
EUN,EH-U-A,El Aaiún,Hassan I Airport,EH
CMN,MA-CAS,Casablanca,Mohammed V International Airport,MA
NDR,MA-NAD,Nador,Nador International Airport,MA
RAK,MA-MAR,Marrakech,Menara Airport,MA
OZZ,MA-OUA,Ouarzazate,Ouarzazate Airport,MA
GMQ,CN-63,Golog,Golog Maqin Airport,CN
AHU,MA-HOC,Al Hoceima,Cherif Al Idrissi Airport,MA
TNG,MA-TNG,Tangier,Ibn Batouta Airport,MA
ZIG,SN-ZG,Ziguinchor,Ziguinchor Airport,SN
CSK,SN-ZG,Cap Skirring,Cap Skirring Airport,SN
DKR,SN-DK,Dakar,Léopold Sédar Senghor International Airport,SN
MAX,SN-SL,Matam,Ouro Sogui Airport,SN
XLS,SN-SL,Saint Louis,Saint Louis Airport,SN
TUD,SN-TC,Tambacounda,Tambacounda Airport,SN
NKC,MR-NKC,Nouakchott,Nouakchott International Airport,MR
NDB,MR-08,Nouadhibou,Nouadhibou International Airport,MR
CKY,GN-C,Conakry,Conakry International Airport,GN
SID,CV-B,Espargos,Amílcar Cabral International Airport,CV
BVC,CV-B,Rabil,Rabil Airport,CV
MMO,CV-S,Vila do Maio,Maio Airport,CV
RAI,CV-S,Praia,Praia International Airport,CV
SNE,CV-B,Preguiça,Preguiça Airport,CV
ADD,ET-AA,Addis Ababa,Addis Ababa Bole International Airport,ET
AMH,ET-SN,,Arba Minch Airport,ET
AXU,ET-TI,,Axum Airport,ET
BJR,ET-AM,Bahir Dar,Bahir Dar Airport,ET
DIR,ET-DD,Dire Dawa,Aba Tenna Dejazmach Yilma International Airport,ET
GMB,ET-GA,Gambela,Gambella Airport,ET
GDQ,ET-AM,Gondar,Gonder Airport,ET
GDE,ET-SO,Gode,Gode Airport,ET
JIJ,ET-SO,Jijiga,Wilwal International Airport,ET
JIM,ET-OR,Jimma,Jimma Airport,ET
ASO,ET-BE,Asosa,Asosa Airport,ET
BJM,BI-BJ,Bujumbura,Bujumbura International Airport,BI
HGA,SO-WO,Hargeisa,Egal International Airport,SO
BBO,SO-WO,Berbera,Berbera Airport,SO
MGQ,SO-BN,Mogadishu,Aden Adde International Airport,SO
JIB,DJ-DJ,Djibouti City,Djibouti-Ambouli Airport,DJ
AAC,EG-SIN,El Arish,El Arish International Airport,EG
ATZ,EG-WAD,Assiut,Assiut International Airport,EG
ALY,EG-ALX,Alexandria,El Nouzha Airport,EG
HBE,EG-ALX,Alexandria,Borg El Arab International Airport,EG
ABS,EG-ASN,Abu Simbel,Abu Simbel Airport,EG
CAI,EG-C,Cairo,Cairo International Airport,EG
HRG,EG-BA,Hurghada,Hurghada International Airport,EG
LXR,EG-KN,Luxor,Luxor International Airport,EG
RMF,EG-BA,Marsa Alam,Marsa Alam International Airport,EG
HMB,EG-SHG,Sohag,Sohag International Airport,EG
SSH,EG-JS,Sharm el-Sheikh,Sharm El Sheikh International Airport,EG
ASW,EG-ASN,Aswan,Aswan International Airport,EG
ASM,ER-SK,Asmara,Asmara International Airport,ER
MSW,ER-SK,Massawa,Massawa International Airport,ER
ASA,ER-DK,Asab,Assab International Airport,ER
ASV,KE-700,Amboseli National Park,Amboseli Airport,KE
EDL,KE-700,Eldoret,Eldoret International Airport,KE
NBO,KE-110,Nairobi,Jomo Kenyatta International Airport,KE
KIS,KE-600,Kisumu,Kisumu Airport,KE
LKG,KE-700,Lokichoggio,Lokichoggio Airport,KE
LAU,KE-300,Lamu,Manda Airstrip,KE
MYD,KE-300,Malindi,Malindi Airport,KE
MBA,KE-300,Mombasa,Mombasa Moi International Airport,KE
MRE,KE-700,Masai Mara,Mara Serena Lodge Airstrip,KE
WIL,KE-110,Nairobi,Nairobi Wilson Airport,KE
NYK,KE-200,Nanyuki,Nanyuki Airport,KE
WJR,KE-500,Wajir,Wajir Airport,KE
SRX,LY-SR,Sirt,Gardabya Airport,LY
GHT,LY-GT,Ghat,Ghat Airport,LY
AKF,LY-KF,Kufra,Kufra Airport,LY
BEN,LY-BA,Benghazi,Benina International Airport,LY
MJI,LY-TB,Tripoli,Mitiga Airport,LY
LAQ,LY-JA,Al Bayda',La Abraq Airport,LY
SEB,LY-SB,Sabha,Sabha Airport,LY
TIP,LY-TB,Tripoli,Tripoli International Airport,LY
LTD,LY-NL,Ghadames,Ghadames East Airport,LY
KGL,RW-01,Kigali,Kigali International Airport,RW
KME,RW-04,Kamembe,Kamembe Airport,RW
DOG,SD-01,Dongola,Dongola Airport,SD
ELF,SD-02,El Fasher,El Fasher Airport,SD
KSL,SD-05,Kassala,Kassala Airport,SD
EBD,SD-09,Al-Ubayyid,El Obeid Airport,SD
PZU,SD-26,Port Sudan,Port Sudan New International Airport,SD
JUB,SS-17,Juba,Juba International Airport,SS
MAK,SS-23,Malakal,Malakal Airport,SS
KRT,SD-03,Khartoum,Khartoum International Airport,SD
WUU,SS-14,Wau,Wau Airport,SS
ARK,TZ-01,Arusha,Arusha Airport,TZ
DAR,TZ-02,Dar es Salaam,Julius Nyerere International Airport,TZ
JRO,TZ-26,Arusha,Kilimanjaro International Airport,TZ
MYW,TZ-17,Mtwara,Mtwara Airport,TZ
MWZ,TZ-18,Mwanza,Mwanza Airport,TZ
TGT,TZ-25,Tanga,Tanga Airport,TZ
ZNZ,TZ-07,Zanzibar,Abeid Amani Karume International Airport,TZ
RUA,UG-303,Arua,Arua Airport,UG
EBB,UG-102,Kampala,Entebbe International Airport,UG
ULU,UG-304,Gulu,Gulu Airport,UG
SRT,UG-211,Soroti,Soroti Airport,UG
,ID-KI,Samarinda,Sungai Siring International Airport,ID
UGU,ID-PA,Sugapa-Papua Island,Bilogai-Sugapa Airport,ID
,IQ-BA,,Jalibah Southeast Air Base,IQ
JIQ,CN-50,Qianjiang,Qianjiang Wulingshan Airport,CN
ABE,US-PA,Allentown,Lehigh Valley International Airport,US
ABI,US-TX,Abilene,Abilene Regional Airport,US
ABQ,US-NM,Albuquerque,Albuquerque International Sunport Airport,US
ABR,US-SD,Aberdeen,Aberdeen Regional Airport,US
ABY,US-GA,Albany,Southwest Georgia Regional Airport,US
ACK,US-MA,Nantucket,Nantucket Memorial Airport,US
ACT,US-TX,Waco,Waco Regional Airport,US
ACV,US-CA,Arcata/Eureka,Arcata Airport,US
ACY,US-NJ,Atlantic City,Atlantic City International Airport,US
ADW,US-MD,Camp Springs,Andrews Air Force Base,US
AEX,US-LA,Alexandria,Alexandria International Airport,US
AFW,US-TX,Fort Worth,Fort Worth Alliance Airport,US
AGS,US-GA,Augusta,Augusta Regional At Bush Field,US
AHN,US-GA,Athens,Athens Ben Epps Airport,US
ALB,US-NY,Albany,Albany International Airport,US
ALO,US-IA,Waterloo,Waterloo Regional Airport,US
ALS,US-CO,Alamosa,San Luis Valley Regional Bergman Field,US
ALW,US-WA,Walla Walla,Walla Walla Regional Airport,US
AMA,US-TX,Amarillo,Rick Husband Amarillo International Airport,US
AOO,US-PA,Altoona,Altoona Blair County Airport,US
APN,US-MI,Alpena,Alpena County Regional Airport,US
ART,US-NY,Watertown,Watertown International Airport,US
ASE,US-CO,Aspen,Aspen-Pitkin Co/Sardy Field,US
ATL,US-GA,Atlanta,Hartsfield Jackson Atlanta International Airport,US
ATY,US-SD,Watertown,Watertown Regional Airport,US
AUG,US-ME,Augusta,Augusta State Airport,US
AUS,US-TX,Austin,Austin Bergstrom International Airport,US
AVL,US-NC,Asheville,Asheville Regional Airport,US
AVP,US-PA,Wilkes-Barre/Scranton,Wilkes Barre Scranton International Airport,US
AZO,US-MI,Kalamazoo,Kalamazoo Battle Creek International Airport,US
BAB,US-CA,Marysville,Beale Air Force Base,US
BAD,US-LA,Bossier City,Barksdale Air Force Base,US
BDL,US-CT,Hartford,Bradley International Airport,US
BDR,US-CT,Bridgeport,Igor I Sikorsky Memorial Airport,US
BFD,US-PA,Bradford,Bradford Regional Airport,US
BFF,US-NE,Scottsbluff,Western Neb. Rgnl/William B. Heilig Airport,US
BFI,US-WA,Seattle,Boeing Field King County International Airport,US
BGM,US-NY,Binghamton,Greater Binghamton/Edwin A Link field,US
BGR,US-ME,Bangor,Bangor International Airport,US
BHB,US-ME,Bar Harbor,Hancock County-Bar Harbor Airport,US
BHM,US-AL,Birmingham,Birmingham-Shuttlesworth International Airport,US
BIL,US-MT,Billings,Billings Logan International Airport,US
BIS,US-ND,Bismarck,Bismarck Municipal Airport,US
BKW,US-WV,Beckley,Raleigh County Memorial Airport,US
BLF,US-WV,Bluefield,Mercer County Airport,US
BLI,US-WA,Bellingham,Bellingham International Airport,US
BLV,US-IL,Belleville,Scott AFB/Midamerica Airport,US
BMI,US-IL,Bloomington/Normal,Central Illinois Regional Airport at Bloomington-Normal,US
BNA,US-TN,Nashville,Nashville International Airport,US
BOI,US-ID,Boise,Boise Air Terminal/Gowen field,US
BOS,US-MA,Boston,General Edward Lawrence Logan International Airport,US
BPT,US-TX,Beaumont/Port Arthur,Southeast Texas Regional Airport,US
BQK,US-GA,Brunswick,Brunswick Golden Isles Airport,US
BRD,US-MN,Brainerd,Brainerd Lakes Regional Airport,US
BRL,US-IA,Burlington,Southeast Iowa Regional Airport,US
BRO,US-TX,Brownsville,Brownsville South Padre Island International Airport,US
BTM,US-MT,Butte,Bert Mooney Airport,US
BTR,US-LA,Baton Rouge,"Baton Rouge Metropolitan, Ryan Field",US
BTV,US-VT,Burlington,Burlington International Airport,US
BUF,US-NY,Buffalo,Buffalo Niagara International Airport,US
BUR,US-CA,Burbank,Bob Hope Airport,US
BWI,US-MD,Baltimore,Baltimore/Washington International Thurgood Marshall Airport,US
BZN,US-MT,Bozeman,Gallatin Field,US
CAE,US-SC,Columbia,Columbia Metropolitan Airport,US
CAK,US-OH,Akron,Akron Canton Regional Airport,US
CBM,US-MS,Columbus,Columbus Air Force Base,US
