iata_code,iso_region,municipality,name,iso_country
DZN,KZ-KAR,Zhezkazgan,Zhezkazgan Airport,KZ
KGF,KZ-KAR,Karaganda,Sary-Arka Airport,KZ
URA,KZ-ZAP,Uralsk,Uralsk Airport,KZ
UKK,KZ-VOS,Ust Kamenogorsk,Ust-Kamennogorsk Airport,KZ
PWQ,KZ-PAV,Pavlodar,Pavlodar Airport,KZ
DLX,KZ-VOS,Semey,Semipalatinsk Airport,KZ
SCO,KZ-MAN,Aktau,Aktau Airport,KZ
GUW,KZ-ATY,Atyrau,Atyrau Airport,KZ
AKX,KZ-AKT,Aktyuinsk,Aktobe Airport,KZ
KSN,KZ-KUS,Kostanay,Kostanay West Airport,KZ
GYD,AZ-BA,Baku,Heydar Aliyev International Airport,AZ
KVD,AZ-GA,Ganja,Ganja Airport,AZ
NAJ,AZ-NX,Nakhchivan,Nakhchivan Airport,AZ
GBB,AZ-QAB,Gabala,Gabala International Airport,AZ
LWN,AM-SH,Gyumri,Gyumri Shirak Airport,AM
EVN,AM-ER,Yerevan,Zvartnots International Airport,AM
YKS,RU-SA,Yakutsk,Yakutsk Airport,RU
NER,RU-SA,Neryungri,Chulman Airport,RU
,RU-SA,Olyokminsk,Olyokminsk Airport,RU
USR,RU-SA,Ust-Nera,Ust-Nera Airport,RU
VYI,RU-SA,Vilyuisk,Vilyuisk Airport,RU
ULK,RU-SA,Lensk,Lensk Airport,RU
PYJ,RU-SA,Yakutia,Polyarny Airport,RU
MJZ,RU-SA,Mirny,Mirny Airport,RU
SYS,RU-SA,Saskylakh,Saskylakh Airport,RU
SEK,RU-SA,Srednekolymsk,Srednekolymsk Airport,RU
CKH,RU-SA,Chokurdah,Chokurdakh Airport,RU
CYX,RU-SA,Cherskiy,Cherskiy Airport,RU
IKS,RU-SA,Tiksi,Tiksi Airport,RU
ZKP,RU-SA,Zyryanka,Zyryanka Airport,RU
KUT,GE-IM,Kutaisi,Kopitnari Airport,GE
BUS,GE-AJ,Batumi,Batumi International Airport,GE
SUI,GE-AB,Sukhumi,Sukhumi Dranda Airport,GE
TBS,GE-TB,Tbilisi,Tbilisi International Airport,GE
BQS,RU-AMU,Blagoveschensk,Ignatyevo Airport,RU
KHV,RU-KHA,Khabarovsk,Khabarovsk-Novy Airport,RU
,RU-KHA,Komsomolsk-na-Amur,Dzemgi Airport,RU
KXK,RU-KHA,Komsomolsk-on-Amur,Komsomolsk-on-Amur Airport,RU
DYR,RU-CHU,Anadyr,Ugolny Airport,RU
,RU-MAG,Omsukchan,Omsukchan Airport,RU
,RU-MAG,Chaybukha,Chaybukha Airport,RU
,RU-CHU,Keperveem,Keperveem Airport,RU
GDX,RU-MAG,Magadan,Sokol Airport,RU
NLI,RU-KHA,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,RU
OHO,RU-KHA,Okhotsk,Okhotsk Airport,RU
PKC,RU-KAM,Petropavlovsk-Kamchatsky,Yelizovo Airport,RU
UUS,RU-SAK,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,RU
VVO,RU-PRI,Vladivostok,Vladivostok International Airport,RU
HTA,RU-CHI,Chita,Chita-Kadala Airport,RU
BTK,RU-IRK,Bratsk,Bratsk Airport,RU
IKT,RU-IRK,Irkutsk,Irkutsk Airport,RU
UKX,RU-IRK,Ust-Kut,Ust-Kut Airport,RU
UUD,RU-BU,Ulan Ude,Ulan-Ude Airport (Mukhino),RU
KBP,UA-32,Kiev,Boryspil International Airport,UA
DOK,UA-14,Donetsk,Donetsk International Airport,UA
MPW,UA-14,Mariupol,Mariupol International Airport,UA
VSG,UA-09,Luhansk,Luhansk International Airport,UA
DNK,UA-12,Dnipropetrovsk,Dnipropetrovsk International Airport,UA
OZH,UA-23,Zaporizhia,Zaporizhzhia International Airport,UA
KWG,UA-12,Kryvyi Rih,Kryvyi Rih International Airport,UA
SIP,UA-43,Simferopol,Simferopol International Airport,UA
HRK,UA-63,Kharkiv,Kharkiv International Airport,UA
IEV,UA-32,Kiev,Kiev Zhuliany International Airport,UA
IFO,UA-26,Ivano-Frankivsk,Ivano-Frankivsk International Airport,UA
LWO,UA-46,Lviv,Lviv International Airport,UA
CWC,UA-77,Chernivtsi,Chernivtsi International Airport,UA
RWN,UA-19,Rivne,Rivne International Airport,UA
UDJ,UA-21,Uzhhorod,Uzhhorod International Airport,UA
ODS,UA-51,Odessa,Odessa International Airport,UA
ARH,RU-ARK,Archangelsk,Talagi Airport,RU
NNM,RU-NEN,Naryan Mar,Naryan Mar Airport,RU
CEE,RU-VLG,Cherepovets,Cherepovets Airport,RU
AMV,RU-NEN,Amderma,Amderma Airport,RU
KSZ,RU-ARK,Kotlas,Kotlas Airport,RU
LED,RU-SPE,St. Petersburg,Pulkovo Airport,RU
MMK,RU-MUR,Murmansk,Murmansk Airport,RU
PKV,RU-PSK,Pskov,Pskov Airport,RU
PES,RU-KR,Petrozavodsk,Petrozavodsk Airport,RU
BQT,BY-BR,Brest,Brest Airport,BY
GME,BY-HO,Gomel,Gomel Airport,BY
KGD,RU-KGD,Kaliningrad,Khrabrovo Airport,RU
GNA,BY-HR,Hrodna,Hrodna Airport,BY
MHP,BY-MI,Minsk,Minsk 1 Airport,BY
MSQ,BY-MI,Minsk,Minsk National Airport,BY
MVQ,BY-MA,Mogilev,Mogilev Airport,BY
ABA,RU-KK,Abakan,Abakan Airport,RU
BAX,RU-ALT,Barnaul,Barnaul Airport,RU
KEJ,RU-KEM,Kemerovo,Kemerovo Airport,RU
EIE,RU-KYA,Yeniseysk,Yeniseysk Airport,RU
,RU-KYA,Severo-Eniseysk,Severo-Eniseysk Airport,RU
,RU-KYA,Vanavara,Vanavara Airport,RU
KJA,RU-KYA,Krasnoyarsk,Yemelyanovo Airport,RU
,RU-KYA,Krasnoyarsk,Cheremshanka Airport,RU
KYZ,RU-TY,Kyzyl,Kyzyl Airport,RU
OVB,RU-NVS,Novosibirsk,Tolmachevo Airport,RU
OMS,RU-OMS,Omsk,Omsk Central Airport,RU
TOF,RU-TOM,Tomsk,Bogashevo Airport,RU
NOZ,RU-KEM,Novokuznetsk,Spichenkovo Airport,RU
HTG,RU-KYA,Khatanga,Khatanga Airport,RU
IAA,RU-KYA,Igarka,Igarka Airport,RU
NSK,RU-KYA,Norilsk,Norilsk-Alykel Airport,RU
AAQ,RU-KDA,Anapa,Anapa Vityazevo Airport,RU
EIK,RU-KDA,Yeysk,Yeysk Airport,RU
GDZ,RU-KDA,Gelendzhik,Gelendzhik Airport,RU
KRR,RU-KDA,Krasnodar,Krasnodar Pashkovsky International Airport,RU
MCX,RU-DA,Makhachkala,Uytash Airport,RU
MRV,RU-STA,Mineralnyye Vody,Mineralnyye Vody Airport,RU
NAL,RU-KB,Nalchik,Nalchik Airport,RU
OGZ,RU-SE,Beslan,Beslan Airport,RU
IGT,RU-IN,Magas,Magas Airport,RU
STW,RU-STA,Stavropol,Stavropol Shpakovskoye Airport,RU
ROV,RU-ROS,Rostov-on-Don,Rostov-on-Don Airport,RU
TGK,RU-ROS,Taganrog,Taganrog Yuzhny Airport,RU
AER,RU-KDA,Sochi,Sochi International Airport,RU
ASF,RU-AST,Astrakhan,Astrakhan Airport,RU
ESL,RU-KL,Elista,Elista Airport,RU
VOG,RU-VGG,Volgograd,Volgograd International Airport,RU
,US-U-A,,atl,US
CEK,RU-CHE,Chelyabinsk,Chelyabinsk Balandino Airport,RU
MQF,RU-BA,Magnitogorsk,Magnitogorsk International Airport,RU
SLY,RU-YAN,Salekhard,Salekhard Airport,RU
HMA,RU-KHM,Khanty-Mansiysk,Khanty Mansiysk Airport,RU
NYA,RU-KHM,Nyagan,Nyagan Airport,RU
OVS,RU-KHM,Sovetskiy,Sovetskiy Airport,RU
URJ,RU-KHM,Uray,Uray Airport,RU
EYK,RU-KHM,,Beloyarskiy Airport,RU
IJK,RU-UD,Izhevsk,Izhevsk Airport,RU
KVX,RU-KIR,Kirov,Pobedilovo Airport,RU
NYM,RU-YAN,Nadym,Nadym Airport,RU
NUX,RU-YAN,Novy Urengoy,Novy Urengoy Airport,RU
NJC,RU-KHM,Nizhnevartovsk,Nizhnevartovsk Airport,RU
PEE,RU-PER,Perm,Bolshoye Savino Airport,RU
KGP,RU-KHM,Kogalym,Kogalym International Airport,RU
NFG,RU-KHM,Nefteyugansk,Nefteyugansk Airport,RU
NOJ,RU-YAN,Noyabrsk,Noyabrsk Airport,RU
SGC,RU-KHM,Surgut,Surgut Airport,RU
SVX,RU-SVE,Yekaterinburg,Koltsovo Airport,RU
TJM,RU-TYU,Tyumen,Roshchino International Airport,RU
KRO,RU-KGN,Kurgan,Kurgan Airport,RU
ASB,TM-A,Ashgabat,Ashgabat Airport,TM
KRW,TM-B,Krasnovodsk,Turkmenbashi Airport,TM
MYP,TM-M,Mary,Mary Airport,TM
TAZ,TM-D,Daşoguz,Daşoguz Airport,TM
CRZ,TM-L,Türkmenabat,Turkmenabat Airport,TM
DYU,TJ-RR,Dushanbe,Dushanbe Airport,TJ
TJU,TJ-KT,Kulyab,Kulob Airport,TJ
LBD,TJ-SU,Khudzhand,Khudzhand Airport,TJ
KQT,TJ-KT,Kurgan-Tyube,Qurghonteppa International Airport,TJ
UGC,UZ-XO,Urgench,Urgench Airport,UZ
BHK,UZ-BU,Bukhara,Bukhara Airport,UZ
SKD,UZ-SA,Samarkand,Samarkand Airport,UZ
TMJ,UZ-SU,Termez,Termez Airport,UZ
,UZ-TO,Tashkent,Tashkent East Airport,UZ
TAS,UZ-TO,Tashkent,Tashkent International Airport,UZ
KMW,RU-KOS,Kostroma,Kostroma Sokerkino Airport,RU
IWA,RU-IVA,Ivanovo,Ivanovo South Airport,RU
RYB,RU-YAR,Rybinsk,Staroselye Airport,RU
BZK,RU-BRY,Bryansk,Bryansk Airport,RU
ZIA,RU-MOS,Zhukovsky,Zhukovsky International Airport,RU
DME,RU-MOS,Moscow,Domodedovo International Airport,RU
SVO,RU-MOS,Moscow,Sheremetyevo International Airport,RU
,RU-MOS,Moscow,Ostafyevo International Airport,RU
CKL,RU-MOS,Moscow,Chkalovskiy Airport,RU
EGO,RU-BEL,Belgorod,Belgorod International Airport,RU
URS,RU-KRS,Kursk,Kursk East Airport,RU
LPK,RU-LIP,Lipetsk,Lipetsk Airport,RU
VOZ,RU-VOR,Voronezh,Voronezh International Airport,RU
VKO,RU-MOS,Moscow,Vnukovo International Airport,RU
UCT,RU-KO,Ukhta,Ukhta Airport,RU
PEX,RU-KO,Pechora,Pechora Airport,RU
USK,RU-KO,Usinsk,Usinsk Airport,RU
VKT,RU-KO,Vorkuta,Vorkuta Airport,RU
SCW,RU-KO,Syktyvkar,Syktyvkar Airport,RU
GOJ,RU-NIZ,Nizhny Novgorod,Nizhny Novgorod Strigino International Airport,RU
UUA,RU-TA,Bugulma,Bugulma Airport,RU
KZN,RU-TA,Kazan,Kazan International Airport,RU
NBC,RU-TA,Nizhnekamsk,Begishevo Airport,RU
,RU-TA,Kazan,Borisoglebskoye Airport,RU
JOK,RU-ME,Yoshkar-Ola,Yoshkar-Ola Airport,RU
CSY,RU-CU,Cheboksary,Cheboksary Airport,RU
ZIX,RU-SA,Zhigansk,Zhigansk Airport,RU
ULV,RU-ULY,Ulyanovsk,Ulyanovsk Baratayevka Airport,RU
ULY,RU-ULY,Ulyanovsk,Ulyanovsk East Airport,RU
REN,RU-ORE,Orenburg,Orenburg Central Airport,RU
OSW,RU-ORE,Orsk,Orsk Airport,RU
PEZ,RU-PNZ,Penza,Penza Airport,RU
SKX,RU-MO,Saransk,Saransk Airport,RU
BWO,RU-SAR,Balakovo,Balakovo Airport,RU
RTW,RU-SAR,Saratov,Saratov Central Airport,RU
UFA,RU-BA,Ufa,Ufa International Airport,RU
KUF,RU-SAM,Samara,Kurumoch International Airport,RU
AMD,IN-GJ,Ahmedabad,Sardar Vallabhbhai Patel International Airport,IN
IXU,IN-MM,Aurangabad,Aurangabad Airport,IN
BOM,IN-MM,Mumbai,Chhatrapati Shivaji International Airport,IN
BHJ,IN-GJ,Bhuj,Bhuj Airport,IN
IXG,IN-KA,Belgaum,Belgaum Airport,IN
BDQ,IN-GJ,Vadodara,Vadodara Airport,IN
BHO,IN-MP,Bhopal,Raja Bhoj International Airport,IN
BHU,IN-GJ,Bhavnagar,Bhavnagar Airport,IN
GOI,IN-GA,Vasco da Gama,Dabolim Airport,IN
HBX,IN-KA,Hubli,Hubli Airport,IN
IDR,IN-MP,Indore,Devi Ahilyabai Holkar Airport,IN
JLR,IN-MP,,Jabalpur Airport,IN
JGA,IN-GJ,Jamnagar,Jamnagar Airport,IN
HJR,IN-MP,Khajuraho,Khajuraho Airport,IN
KLH,IN-MM,,Kolhapur Airport,IN
NDC,IN-MM,Nanded,Nanded Airport,IN
NAG,IN-MM,Naqpur,Dr. Babasaheb Ambedkar International Airport,IN
PNQ,IN-MM,Pune,Pune Airport,IN
PBD,IN-GJ,Porbandar,Porbandar Airport,IN
RAJ,IN-GJ,Rajkot,Rajkot Airport,IN
STV,IN-GJ,,Surat Airport,IN
UDR,IN-RJ,Udaipur,Maharana Pratap Airport,IN
CMB,LK-1,Colombo,Bandaranaike International Colombo Airport,LK
BTC,LK-5,Batticaloa,Batticaloa Airport,LK
RML,LK-1,Colombo,Colombo Ratmalana Airport,LK
JAF,LK-4,Jaffna,Kankesanturai Airport,LK
KCT,LK-3,Galle,Koggala Airport,LK
TRR,LK-5,Trincomalee,China Bay Airport,LK
HRI,LK-3,,Mattala Rajapaksa International Airport,LK
BBM,KH-2,Battambang,Battambang Airport,KH
PNH,KH-8,Phnom Penh,Phnom Penh International Airport,KH
REP,KH-17,Siem Reap,Siem Reap International Airport,KH
TNX,KH-19,Stung Treng,Stung Treng Airport,KH
IXA,IN-TR,Agartala,Agartala Airport,IN
IXB,IN-WB,Siliguri,Bagdogra Airport,IN
SHL,IN-ML,Shillong,Shillong Airport,IN
BBI,IN-OR,Bhubaneswar,Biju Patnaik Airport,IN
CCU,IN-WB,Kolkata,Netaji Subhash Chandra Bose International Airport,IN
RDP,IN-WB,Durgapur,Kazi Nazrul Islam Airport,IN
GOP,IN-UP,Gorakhpur,Gorakhpur Airport,IN
GAU,IN-AS,Guwahati,Lokpriya Gopinath Bordoloi International Airport,IN
GAY,IN-BR,,Gaya Airport,IN
IMF,IN-MN,Imphal,Imphal Airport,IN
JRH,IN-AS,Jorhat,Jorhat Airport,IN
IXS,IN-AS,Silchar,Silchar Airport,IN
AJL,IN-MZ,Aizawl,Lengpui Airport,IN
IXI,IN-AS,Lilabari,North Lakhimpur Airport,IN
DIB,IN-AS,Dibrugarh,Dibrugarh Airport,IN
DMU,IN-NL,Dimapur,Dimapur Airport,IN
PAT,IN-BR,Patna,Lok Nayak Jayaprakash Airport,IN
IXR,IN-JH,Ranchi,Birsa Munda Airport,IN
TEZ,IN-AS,,Tezpur Airport,IN
BZL,BD-1,Barisal,Barisal Airport,BD
CXB,BD-2,Cox's Bazar,Cox's Bazar Airport,BD
CGP,BD-2,Chittagong,Shah Amanat International Airport,BD
JSR,BD-4,Jashahor,Jessore Airport,BD
RJH,BD-5,Rajshahi,Shah Mokhdum Airport,BD
SPD,BD-5,Saidpur,Saidpur Airport,BD
ZYL,BD-6,Sylhet,Osmany International Airport,BD
DAC,BD-3,Dhaka,Dhaka / Hazrat Shahjalal International Airport,BD
HKG,HK-U-A,Hong Kong,Chek Lap Kok International Airport,HK
ATQ,IN-PB,Amritsar,Sri Guru Ram Dass Jee International Airport,IN
VNS,IN-UP,Varanasi,Lal Bahadur Shastri Airport,IN
IXC,IN-CH,Chandigarh,Chandigarh Airport,IN
DED,IN-UP,Dehradun,Dehradun Airport,IN
DEL,IN-DL,New Delhi,Indira Gandhi International Airport,IN
GWL,IN-MP,Gwalior,Gwalior Airport,IN
JDH,IN-RJ,Jodhpur,Jodhpur Airport,IN
JAI,IN-RJ,Jaipur,Jaipur International Airport,IN
IXJ,IN-JK,Jammu,Jammu Airport,IN
KNU,IN-UP,,Kanpur Airport,IN
IXL,IN-JK,Leh,Leh Kushok Bakula Rimpochee Airport,IN
LKO,IN-UP,Lucknow,Chaudhary Charan Singh International Airport,IN
SXR,IN-JK,Srinagar,Sheikh ul Alam Airport,IN
TNI,IN-MP,,Satna Airport,IN
LPQ,LA-LP,Luang Phabang,Luang Phabang International Airport,LA
PKZ,LA-CH,Pakse,Pakse International Airport,LA
VTE,LA-VT,Vientiane,Wattay International Airport,LA
MFM,MO-U-A,Taipa,Macau International Airport,MO
VDH,VN-24,Dong Hoi,Dong Hoi Airport,VN
KON,VN-28,Kontum,Kontum Airport,VN
BWA,NP-LU,Bhairawa,Gautam Buddha Airport,NP
JKR,NP-JA,Janakpur,Janakpur Airport,NP
KTM,NP-BA,Kathmandu,Tribhuvan International Airport,NP
KEP,NP-BH,Nepalgunj,Nepalgunj Airport,NP
PKR,NP-GA,Pokhara,Pokhara Airport,NP
TPJ,NP-ME,Taplejung,Taplejung Airport,NP
BIR,NP-KO,Biratnagar,Biratnagar Airport,NP
LTU,IN-MM,Latur,Murod Kond Airport,IN
,IN-KA,Bangalore,HAL Airport,IN
BLR,IN-KA,Bangalore,Kempegowda International Airport,IN
VGA,IN-AP,,Vijayawada Airport,IN
CJB,IN-TN,Coimbatore,Coimbatore International Airport,IN
COK,IN-KL,Cochin,Cochin International Airport,IN
CCJ,IN-KL,Calicut,Calicut International Airport,IN
HYD,IN-TG,Hyderabad,Rajiv Gandhi International Airport,IN
IXM,IN-TN,Madurai,Madurai Airport,IN
IXE,IN-KA,Mangalore,Mangalore International Airport,IN
MAA,IN-TN,Chennai,Chennai International Airport,IN
IXZ,IN-AN,Port Blair,Vir Savarkar International Airport,IN
RJA,IN-AP,Rajahmundry,Rajahmundry Airport,IN
TRZ,IN-TN,Tiruchirappally,Tiruchirapally Civil Airport Airport,IN
TRV,IN-KL,Thiruvananthapuram,Trivandrum International Airport,IN
PBH,BT-11,Paro,Paro Airport,BT
GAN,MV-01,Gan,Gan International Airport,MV
HAQ,MV-23,Haa Dhaalu Atoll,Hanimaadhoo Airport,MV
KDO,MV-05,Kadhdhoo,Kadhdhoo Airport,MV
MLE,MV-MLE,Malé,Malé International Airport,MV
KDM,MV-28,Huvadhu Atoll,Kaadedhdhoo Airport,MV
VAM,MV-13,Maamigili,Villa Airport,MV
DMK,TH-10,Bangkok,Don Mueang International Airport,TH
TDX,TH-23,,Trat Airport,TH
BKK,TH-10,Bangkok,Suvarnabhumi Airport,TH
UTP,TH-21,Rayong,U-Tapao International Airport,TH
CNX,TH-50,Chiang Mai,Chiang Mai International Airport,TH
HGN,TH-58,,Mae Hong Son Airport,TH
LPT,TH-52,,Lampang Airport,TH
NNT,TH-55,,Nan Airport,TH
CEI,TH-57,Chiang Rai,Chiang Rai International Airport,TH
PHY,TH-67,,Phetchabun Airport,TH
HHQ,TH-76,Hua Hin,Hua Hin Airport,TH
MAQ,TH-63,,Mae Sot Airport,TH
THS,TH-64,,Sukhothai Airport,TH
PHS,TH-65,,Phitsanulok Airport,TH
URT,TH-84,Surat Thani,Surat Thani Airport,TH
NAW,TH-96,,Narathiwat Airport,TH
NST,TH-80,Nakhon Si Thammarat,Nakhon Si Thammarat Airport,TH
KBV,TH-81,Krabi,Krabi Airport,TH
USM,TH-80,Na Thon (Ko Samui Island),Samui Airport,TH
HKT,TH-83,Phuket,Phuket International Airport,TH
UNN,TH-85,,Ranong Airport,TH
HDY,TH-90,Hat Yai,Hat Yai International Airport,TH
TST,TH-92,,Trang Airport,TH
UTH,TH-41,Udon Thani,Udon Thani Airport,TH
SNO,TH-47,,Sakon Nakhon Airport,TH
PXR,TH-32,Surin,Surin Airport,TH
KKC,TH-40,Khon Kaen,Khon Kaen Airport,TH
LOE,TH-42,,Loei Airport,TH
BFV,TH-31,,Buri Ram Airport,TH
UBP,TH-34,Ubon Ratchathani,Ubon Ratchathani Airport,TH
ROI,TH-45,,Roi Et Airport,TH
KOP,TH-48,,Nakhon Phanom Airport,TH
BMV,VN-33,Buon Ma Thuot,Buon Ma Thuot Airport,VN
HPH,VN-61,Haiphong,Cat Bi International Airport,VN
CAH,VN-59,Ca Mau City,Cà Mau Airport,VN
CXR,VN-34,Nha Trang,Cam Ranh Airport,VN
VCS,VN-14,Con Ong,Co Ong Airport,VN
VCA,VN-02,Can Tho,Can Tho International Airport,VN
DIN,VN-01,Dien Bien Phu,Dien Bien Phu Airport,VN
DAD,VN-60,Da Nang,Da Nang International Airport,VN
HAN,VN-15,Hanoi,Noi Bai International Airport,VN
HUI,VN-56,Hue,Phu Bai Airport,VN
UIH,VN-31,Quy Nohn,Phu Cat Airport,VN
PXU,VN-30,Pleiku,Pleiku Airport,VN
PQC,VN-47,Phu Quoc Island,Phu Quoc International Airport,VN
VKG,VN-47,Rach Gia,Rach Gia Airport,VN
TBB,VN-49,Tuy Hoa,Dong Tac Airport,VN
SGN,VN-23,Ho Chi Minh City,Tan Son Nhat International Airport,VN
VII,VN-26,Vinh,Vinh Airport,VN
TVY,MM-05,Dawei,Dawei Airport,MM
HEH,MM-17,Heho,Heho Airport,MM
KET,MM-17,Kengtung,Kengtung Airport,MM
KYP,MM-16,Kyaukpyu,Kyaukpyu Airport,MM
KAW,MM-05,Kawthoung,Kawthoung Airport,MM
LIW,MM-12,Loikaw,Loikaw Airport,MM
LSH,MM-17,Lashio,Lashio Airport,MM
MDL,MM-04,Mandalay,Mandalay International Airport,MM
MGZ,MM-05,Mkeik,Myeik Airport,MM
MYT,MM-11,Myitkyina,Myitkyina Airport,MM
MOG,MM-17,Mong Hsat,Mong Hsat Airport,MM
PBU,MM-11,Putao,Putao Airport,MM
AKY,MM-16,Sittwe,Sittwe Airport,MM
SNW,MM-16,Thandwe,Thandwe Airport,MM
THL,MM-17,Tachileik,Tachileik Airport,MM
RGN,MM-06,Yangon,Yangon International Airport,MM
UPG,ID-SN,Ujung Pandang-Celebes Island,Hasanuddin International Airport,ID
BIK,ID-PA,Biak-Supiori Island,Frans Kaisiepo Airport,ID
NBX,ID-PA,Nabire-Papua Island,Nabire Airport,ID
TIM,ID-PA,Timika-Papua Island,Moses Kilangin Airport,ID
DPS,ID-BA,Denpasar-Bali Island,Ngurah Rai (Bali) International Airport,ID
LOP,ID-NB,Mataram,Lombok International Airport,ID
DJJ,ID-PA,Jayapura-Papua Island,Sentani Airport,ID
WMX,ID-PA,Wamena-Papua Island,Wamena Airport,ID
MKQ,ID-PA,Merauke-Papua Island,Mopah Airport,ID
TRK,ID-KU,Tarakan Island,Juwata Airport,ID
SRI,ID-KI,Samarinda,Temindung Airport,ID
NAH,ID-SA,Tahuna-Sangihe Island,Naha Airport,ID
PLW,ID-ST,Palu-Celebes Island,Mutiara Airport,ID
MDC,ID-SA,Manado-Celebes Island,Sam Ratulangi Airport,ID
TTE,ID-MU,Sango-Ternate Island,Sultan Khairun Babullah Airport,ID
TJG,ID-KS,Tanta-Tabalong-Borneo Island,Warukin Airport,ID
LUV,ID-MA,Langgur-Seram Island,Dumatumbun Airport,ID
AMQ,ID-MA,Ambon,"Pattimura Airport, Ambon",ID
SUB,ID-JI,Surabaya,Juanda International Airport,ID
FKQ,ID-PB,Fakfak-Papua Island,Fakfak Airport,ID
KNG,ID-PB,Kaimana-Papua Island,Kaimana Airport,ID
MKW,ID-PB,Manokwari-Papua Island,Rendani Airport,ID
SOQ,ID-PB,Sorong-Papua Island,Dominique Edward Osok Airport,ID
BTU,MY-13,Bintulu,Bintulu Airport,MY
KCH,MY-13,Kuching,Kuching International Airport,MY
LMN,MY-13,Limbang,Limbang Airport,MY
MUR,MY-13,Marudi,Marudi Airport,MY
MYY,MY-13,Miri,Miri Airport,MY
SBW,MY-13,Sibu,Sibu Airport,MY
BBN,MY-13,Bario,Bario Airport,MY
LDU,MY-12,Lahad Datu,Lahad Datu Airport,MY
BKI,MY-12,Kota Kinabalu,Kota Kinabalu International Airport,MY
LBU,MY-15,Labuan,Labuan Airport,MY
SDK,MY-12,Sandakan,Sandakan Airport,MY
TWU,MY-12,Tawau,Tawau Airport,MY
MZV,MY-13,Mulu,Mulu Airport,MY
BWN,BN-BM,Bandar Seri Begawan,Brunei International Airport,BN
TKG,ID-LA,Bandar Lampung-Sumatra Island,Radin Inten II (Branti) Airport,ID
PKU,ID-RI,Pekanbaru-Sumatra Island,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,ID
DUM,ID-RI,Dumai-Sumatra Island,Pinang Kampai Airport,ID
BDO,ID-JB,Bandung-Java Island,Husein Sastranegara International Airport,ID
BTH,ID-RI,Batam Island,Hang Nadim International Airport,ID
HLP,ID-JK,Jakarta,Halim Perdanakusuma International Airport,ID
CXP,ID-JT,Cilacap-Java Island,Tunggul Wulung Airport,ID
CGK,ID-BT,Jakarta,Soekarno-Hatta International Airport,ID
GNS,ID-SU,Gunung Sitoli-Nias Island,Binaka Airport,ID
AEG,ID-SU,Padang Sidempuan-Sumatra Island,Aek Godang Airport,ID
PDG,ID-SB,Padang-Sumatra Island,Tabing Airport,ID
KNO,ID-SU,,Kualanamu International Airport,ID
NPO,ID-KB,Nanga Pinoh-Borneo Island,Nanga Pinoh Airport,ID
KTG,ID-KB,Ketapang-Borneo Island,Ketapang(Rahadi Usman) Airport,ID
NTX,ID-RI,Ranai-Natuna Besar Island,Ranai Airport,ID
PNK,ID-KB,Pontianak-Borneo Island,Supadio Airport,ID
PSU,ID-KB,Putussibau-Borneo Island,Pangsuma Airport,ID
SQG,ID-KB,Sintang-Borneo Island,Sintang(Susilo) Airport,ID
BKS,ID-BE,Bengkulu-Sumatra Island,Fatmawati Soekarno Airport,ID
PLM,ID-SS,Palembang-Sumatra Island,Sultan Mahmud Badaruddin II Airport,ID
PDO,ID-SS,Talang Gudang-Sumatra Island,Pendopo Airport,ID
PDG,ID-SB,Ketaping/Padang-Sumatra Island,Minangkabau Airport,ID
BTJ,ID-AC,Banda Aceh,Sultan Iskandar Muda International Airport,ID
TOD,MY-06,Pulau Tioman,Pulau Tioman Airport,MY
AOR,MY-02,Alor Satar,Sultan Abdul Halim Airport,MY
KBR,MY-03,Kota Baharu,Sultan Ismail Petra Airport,MY
KUA,MY-06,Kuantan,Kuantan Airport,MY
IPH,MY-08,Ipoh,Sultan Azlan Shah Airport,MY
JHB,MY-01,Senai,Senai International Airport,MY
KUL,MY-14,Kuala Lumpur,Kuala Lumpur International Airport,MY
LGK,MY-02,Langkawi,Langkawi International Airport,MY
TGG,MY-11,Kuala Terengganu,Sultan Mahmud Airport,MY
PEN,MY-07,Penang,Penang International Airport,MY
SZB,MY-10,Subang,Sultan Abdul Aziz Shah International Airport,MY
DIL,TL-DI,Dili,Presidente Nicolau Lobato International Airport,TL
XSP,SG-02,Seletar,Seletar Airport,SG
SIN,SG-04,Singapore,Singapore Changi Airport,SG
ALH,AU-WA,Albany,Albany Airport,AU
ARM,AU-NSW,Armidale,Armidale Airport,AU
AYQ,AU-NT,Ayers Rock,Ayers Rock Connellan Airport,AU
BCI,AU-QLD,Barcaldine,Barcaldine Airport,AU
ASP,AU-NT,Alice Springs,Alice Springs Airport,AU
BNE,AU-QLD,Brisbane,Brisbane International Airport,AU
OOL,AU-QLD,Gold Coast,Gold Coast Airport,AU
BKQ,AU-QLD,Blackall,Blackall Airport,AU
CNS,AU-QLD,Cairns,Cairns International Airport,AU
CTL,AU-QLD,Charleville,Charleville Airport,AU
BVI,AU-QLD,,Birdsville Airport,AU
BHQ,AU-NSW,Broken Hill,Broken Hill Airport,AU
HTI,AU-QLD,Hamilton Island,Hamilton Island Airport,AU
BEU,AU-QLD,,Bedourie Airport,AU
BRK,AU-NSW,,Bourke Airport,AU
ISA,AU-QLD,Mount Isa,Mount Isa Airport,AU
